"StornoWert";"CURRENCYCODE";"SALESID";"CUSTOMERREF";"PAYMMODE";"CUSTREF";"SALESID";"INVOICE_CUSTPAYMMODE";"SENDQUEUESTATUS";"expr5"
"0E-16";"EUR";"A0005817157";"6000033469";"PREPAY_HYP";"";"";"";"";""
"127.2500000000000000";"EUR";"A0005817158";"1006265889";"PREPAY_HYP";"";"";"";"";""
"79.7200000000000000";"EUR";"A0005817173";"1006268395";"PREPAY_HYP";"";"";"";"";""
"42.8700000000000000";"EUR";"A0005817196";"1006268923";"PAYOLUTION";"1006268923";"A0005817196";"PAYOLUTION";"1";"42.8700000000000000"
"22.9800000000000000";"EUR";"A0005817205";"312156977";"DIR_DEB";"";"";"";"";""
"133.8900000000000000";"EUR";"A0005817227";"312202629";"H_PAY_CC";"312202629";"A0005817227";"H_PAY_CC";"1";"133.8900000000000000"
"87.9400000000000000";"EUR";"A0005817237";"312203755";"PAYPAL";"312203755";"A0005817237";"PAYPAL";"1";"87.9400000000000000"
"12.9900000000000000";"EUR";"A0005817256";"312204123";"PAYPAL";"312204123";"A0005817256";"PAYPAL";"1";"12.9900000000000000"
"79.9000000000000000";"EUR";"A0005817262";"1006271376";"PREPAY_HYP";"";"";"";"";""
"9.9800000000000000";"EUR";"A0005817268";"1006435620";"paypal";"1006435620";"A0005817268";"paypal";"1";"9.9800000000000000"
"9.9800000000000000";"EUR";"A0005817271";"1006434487";"paypal";"1006434487";"A0005817271";"paypal";"1";"9.9800000000000000"
"899.9900000000000000";"EUR";"A0005817326";"1006439644";"PREPAY_HYP";"";"";"";"";""
"1097.7600000000000000";"EUR";"A0005817333";"1006439673";"PREPAY_HYP";"";"";"";"";""
"9.3700000000000000";"EUR";"A0005817344";"1006439714";"PREPAY_HYP";"";"";"";"";""
"962.2800000000000000";"EUR";"A0005817355";"1006439761";"PREPAY_HYP";"";"";"";"";""
"1482.0000000000000000";"EUR";"A0005817362";"1006439802";"PREPAY_HYP";"";"";"";"";""
"57.4800000000000000";"EUR";"A0005817404";"1006271809";"PAYPAL";"1006271809";"A0005817404";"PAYPAL";"1";"57.4800000000000000"
"95.4200000000000000";"EUR";"A0005817429";"1006279749";"PREPAY_HYP";"";"";"";"";""
"32.8800000000000000";"EUR";"A0005817434";"312205533";"PAYPAL";"312205533";"A0005817434";"PAYPAL";"1";"32.8800000000000000"
"133.9200000000000000";"EUR";"A0005817464";"1006271727";"PREPAY";"";"";"";"";""
"37.9800000000000000";"EUR";"A0005817466";"1006282644";"PREPAY_HYP";"";"";"";"";""
"4.8300000000000000";"EUR";"A0005817467";"1006282731";"PREPAY_HYP";"";"";"";"";""
"30.2000000000000000";"EUR";"A0005817469";"1006283046";"PREPAY_HYP";"";"";"";"";""
"11.9900000000000000";"EUR";"A0005817476";"312206183";"PAYPAL";"312206183";"A0005817476";"PAYPAL";"1";"11.9900000000000000"
"24.9800000000000000";"EUR";"A0005817477";"1006283624";"PREPAY_HYP";"";"";"";"";""
"9.2300000000000000";"EUR";"A0005817522";"6000033908";"PREPAY_HYP";"";"";"";"";""
"31.9600000000000000";"EUR";"A0005817524";"312153013";"DIR_DEB";"";"";"";"";""
"81.9400000000000000";"EUR";"A0005817525";"312153147";"PAYPAL";"312153147";"A0005817525";"PAYPAL";"1";"81.9400000000000000"
"42.9800000000000000";"EUR";"A0005817532";"1006288367";"PREPAY_HYP";"";"";"";"";""
"83.8800000000000000";"EUR";"A0005817549";"1006287075";"PREPAY_HYP";"";"";"";"";""
"399.0000000000000000";"EUR";"A0005817562";"1006283843";"PREPAY";"";"";"";"";""
"37.9800000000000000";"EUR";"A0005817572";"1006290520";"PREPAY_HYP";"";"";"";"";""
"21.9000000000000000";"EUR";"A0005817573";"1006291108";"PREPAY_HYP";"";"";"";"";""
"49.7800000000000000";"EUR";"A0005817579";"1006291002";"PREPAY_HYP";"";"";"";"";""
"29.4800000000000000";"EUR";"A0005817591";"1006292164";"PREPAY_HYP";"";"";"";"";""
"200.5300000000000000";"EUR";"A0005817650";"1006433344";"paypal";"1006433344";"A0005817650";"paypal";"1";"200.5300000000000000"
"17.4900000000000000";"EUR";"A0005817681";"1006433326";"payolution";"1006433326";"A0005817681";"payolution";"1";"17.4900000000000000"
"79.9800000000000000";"EUR";"A0005817716";"1006433461";"H_PAY_CC";"1006433461";"A0005817716";"H_PAY_CC";"1";"79.9800000000000000"
"22.9800000000000000";"EUR";"A0005817754";"1006228220";"PREPAY_HYP";"";"";"";"";""
"6.0400000000000000";"EUR";"A0005817758";"1006282783";"PAYOLUTION";"1006282783";"A0005817758";"PAYOLUTION";"1";"6.0400000000000000"
"6.2300000000000000";"EUR";"A0005817762";"1006288460";"PREPAY_HYP";"";"";"";"";""
"80.8800000000000000";"EUR";"A0005817776";"312206771";"PAYPAL";"312206771";"A0005817776";"PAYPAL";"1";"80.8800000000000000"
"265.6200000000000000";"EUR";"A0005817778";"1006288750";"PREPAY_HYP";"";"";"";"";""
"16.9900000000000000";"EUR";"A0005817796";"312206894";"DIR_DEB";"";"";"";"";""
"385.9700000000000000";"EUR";"A0005817821";"1006284713";"PREPAY_HYP";"";"";"";"";""
"154.0800000000000000";"EUR";"A0005817822";"1006284918";"PREPAY_HYP";"";"";"";"";""
"13.8900000000000000";"EUR";"A0005817824";"1006288925";"PREPAY_HYP";"";"";"";"";""
"19.4300000000000000";"EUR";"A0005817836";"1006289969";"PREPAY_HYP";"";"";"";"";""
"13.9300000000000000";"EUR";"A0005817846";"1006290738";"PREPAY_HYP";"";"";"";"";""
"54.9800000000000000";"EUR";"A0005817850";"1006290966";"PREPAY_HYP";"";"";"";"";""
"39.9800000000000000";"EUR";"A0005817864";"1006292459";"PREPAY_HYP";"";"";"";"";""
"40.6500000000000000";"EUR";"A0005817946";"1006433925";"PREPAY_HYP";"";"";"";"";""
"103.5000000000000000";"EUR";"A0005817951";"1006433941";"PREPAY_HYP";"";"";"";"";""
"20.5100000000000000";"EUR";"A0005817970";"1006433973";"paypal";"1006433973";"A0005817970";"paypal";"1";"20.5100000000000000"
"53.6600000000000000";"EUR";"A0005817996";"1006434024";"DIR_DEB";"";"";"";"";""
"406.0200000000000000";"EUR";"A0005818015";"1006434058";"PREPAY_HYP";"";"";"";"";""
"51.3200000000000000";"EUR";"A0005818067";"1006434137";"DIR_DEB";"";"";"";"";""
"208.9800000000000000";"EUR";"A0005818095";"1006434188";"PREPAY_HYP";"";"";"";"";""
"99.5600000000000000";"EUR";"A0005818163";"1006434536";"PREPAY_HYP";"";"";"";"";""
"31.2300000000000000";"EUR";"A0005818166";"1006434546";"PREPAY_HYP";"";"";"";"";""
"85.1500000000000000";"EUR";"A0005818173";"1006434572";"PREPAY_HYP";"";"";"";"";""
"37.4400000000000000";"EUR";"A0005818503";"1006434347";"PREPAY_HYP";"";"";"";"";""
"29.1100000000000000";"EUR";"A0005818701";"1006435744";"PREPAY_HYP";"";"";"";"";""
"104.9100000000000000";"EUR";"A0005818766";"1006436280";"PREPAY_HYP";"";"";"";"";""
"52.6600000000000000";"EUR";"A0005818862";"1006436557";"alipay";"";"";"";"";""
"22.5200000000000000";"EUR";"A0005818921";"1006436855";"alipay";"";"";"";"";""
"216.2100000000000000";"EUR";"A0005819018";"1006438326";"alipay";"";"";"";"";""
"34.0800000000000000";"EUR";"A0005819124";"1006439780";"PREPAY_HYP";"";"";"";"";""
"2.2800000000000000";"EUR";"A0005819159";"1006438732";"paypal";"1006438732";"A0005819159";"paypal";"1";"2.2800000000000000"
"983.7600000000000000";"EUR";"A0005819277";"1006439792";"PREPAY_HYP";"";"";"";"";""
"399.0000000000000000";"EUR";"A0005819300";"1006439350";"PREPAY_HYP";"";"";"";"";""
"51.2800000000000000";"EUR";"A0005819338";"1006438753";"alipay";"";"";"";"";""
"63.6400000000000000";"EUR";"A0005819369";"1006438375";"PREPAY_HYP";"";"";"";"";""
"35.6000000000000000";"EUR";"A0005819397";"1006440865";"PREPAY_HYP";"";"";"";"";""
"23.3100000000000000";"EUR";"A0005819405";"1006439984";"paypal";"1006439984";"A0005819405";"paypal";"1";"23.3100000000000000"
"79.8400000000000000";"EUR";"A0005819522";"1006440327";"H_PAY_CC";"1006440327";"A0005819522";"H_PAY_CC";"1";"79.8400000000000000"
"36.9700000000000000";"EUR";"A0005819600";"1006440447";"PREPAY_HYP";"";"";"";"";""
"7.9600000000000000";"EUR";"A0005819610";"1006440458";"DIR_DEB";"";"";"";"";""
"55.8900000000000000";"EUR";"A0005819689";"1006436971";"payolution";"1006436971";"A0005819689";"payolution";"1";"55.8900000000000000"
"218.9400000000000000";"EUR";"A0005819825";"1006437356";"PREPAY_HYP";"";"";"";"";""
"107.8400000000000000";"EUR";"A0005819826";"1006437357";"alipay";"";"";"";"";""
"33.8900000000000000";"EUR";"A0005819877";"1006437485";"PREPAY_HYP";"";"";"";"";""
"90.3000000000000000";"EUR";"A0005819886";"1006437508";"DIR_DEB";"";"";"";"";""
"159.0000000000000000";"EUR";"A0005819914";"1006437561";"PREPAY_HYP";"";"";"";"";""
"104.5400000000000000";"EUR";"A0005819946";"1006437618";"H_PAY_CC";"1006437618";"A0005819946";"H_PAY_CC";"1";"104.5400000000000000"
"399.0000000000000000";"EUR";"A0005819954";"1006437631";"H_PAY_CC";"";"";"";"";""
"176.4900000000000000";"EUR";"A0005820009";"1006437751";"PREPAY_HYP";"";"";"";"";""
"36.4300000000000000";"EUR";"A0005820270";"1006438617";"DIR_DEB";"";"";"";"";""
"13.8300000000000000";"EUR";"A0005820302";"1006451786";"PREPAY_HYP";"";"";"";"";""
"47.5000000000000000";"EUR";"A0005820317";"1006442855";"DIR_DEB";"";"";"";"";""
"227.2800000000000000";"EUR";"A0005820422";"1006440874";"PREPAY_HYP";"";"";"";"";""
"12.6000000000000000";"EUR";"A0005820430";"1006440937";"alipay";"";"";"";"";""
"1025.7000000000000000";"EUR";"A0005820504";"1006441594";"PREPAY_HYP";"";"";"";"";""
"475.8400000000000000";"EUR";"A0005820505";"1006441632";"PREPAY_HYP";"";"";"";"";""
"665.7600000000000000";"EUR";"A0005820506";"1006441638";"PREPAY_HYP";"";"";"";"";""
"31.0200000000000000";"EUR";"A0005820534";"1006442084";"paypal";"1006442084";"A0005820534";"paypal";"1";"31.0200000000000000"
"229.0000000000000000";"EUR";"A0005820543";"1006442174";"paypal";"1006442174";"A0005820543";"paypal";"1";"229.0000000000000000"
"19.3400000000000000";"EUR";"A0005820589";"1006442638";"payolution";"1006442638";"A0005820589";"payolution";"1";"19.3400000000000000"
"776.7200000000000000";"EUR";"A0005820602";"1006442720";"PREPAY_HYP";"";"";"";"";""
"88.6400000000000000";"EUR";"A0005820612";"1006442773";"PREPAY_HYP";"";"";"";"";""
"921.7600000000000000";"EUR";"A0005820621";"1006442811";"PREPAY_HYP";"";"";"";"";""
"19.5100000000000000";"EUR";"A0005820627";"1006442843";"PREPAY_HYP";"";"";"";"";""
"16.9300000000000000";"EUR";"A0005820721";"1006443352";"PREPAY_HYP";"";"";"";"";""
"1032.7200000000000000";"EUR";"A0005820722";"1006443373";"PREPAY_HYP";"";"";"";"";""
"1004.8000000000000000";"EUR";"A0005820731";"1006443412";"PREPAY_HYP";"";"";"";"";""
"195.4600000000000000";"EUR";"A0005820789";"1006443930";"H_PAY_CC";"1006443930";"A0005820789";"H_PAY_CC";"1";"195.4600000000000000"
"30.8800000000000000";"EUR";"A0005820822";"1006443901";"PREPAY_HYP";"";"";"";"";""
"36.9800000000000000";"EUR";"A0005820970";"1006444623";"PREPAY_HYP";"";"";"";"";""
"7.4900000000000000";"EUR";"A0005820984";"1006444703";"payolution";"1006444703";"A0005820984";"payolution";"1";"7.4900000000000000"
"49.9700000000000000";"EUR";"A0005820992";"1006444746";"PREPAY_HYP";"";"";"";"";""
"80.3300000000000000";"EUR";"A0005821024";"1006438812";"alipay";"";"";"";"";""
"67.4000000000000000";"EUR";"A0005821075";"1006439006";"alipay";"";"";"";"";""
"64.9800000000000000";"EUR";"A0005821122";"1006439236";"paypal";"1006439236";"A0005821122";"paypal";"1";"64.9800000000000000"
"23.1100000000000000";"EUR";"A0005821142";"1006439316";"PREPAY_HYP";"";"";"";"";""
"108.9800000000000000";"EUR";"A0005821157";"1006439378";"alipay";"";"";"";"";""
"1150.9000000000000000";"EUR";"A0005821176";"1006439826";"PREPAY_HYP";"";"";"";"";""
"7.9600000000000000";"EUR";"A0005821177";"1006439467";"paypal";"1006439467";"A0005821177";"paypal";"1";"7.9600000000000000"
"216.7800000000000000";"EUR";"A0005821193";"1006439547";"PREPAY_HYP";"";"";"";"";""
"1399.9800000000000000";"EUR";"A0005821208";"1006439633";"PREPAY_HYP";"";"";"";"";""
"31.1900000000000000";"EUR";"A0005821210";"1006439630";"paypal";"1006439630";"A0005821210";"paypal";"1";"31.1900000000000000"
"28.9300000000000000";"EUR";"A0005821215";"1006439638";"PREPAY_HYP";"";"";"";"";""
"1099.0000000000000000";"EUR";"A0005821218";"1006439658";"PREPAY_HYP";"";"";"";"";""
"995.7600000000000000";"EUR";"A0005821227";"1006439743";"PREPAY_HYP";"";"";"";"";""
"47.1300000000000000";"EUR";"A0005821233";"1006439753";"paypal";"1006439753";"A0005821233";"paypal";"1";"47.1300000000000000"
"983.7600000000000000";"EUR";"A0005821242";"1006439782";"PREPAY_HYP";"";"";"";"";""
"1424.8700000000000000";"EUR";"A0005821257";"1006439846";"PREPAY_HYP";"";"";"";"";""
"37.9600000000000000";"EUR";"A0005821310";"1006440077";"paypal";"1006440077";"A0005821310";"paypal";"1";"37.9600000000000000"
"43.9600000000000000";"EUR";"A0005821341";"1006440184";"H_PAY_CC";"1006440184";"A0005821341";"H_PAY_CC";"1";"43.9600000000000000"
"15.0000000000000000";"EUR";"A0005821400";"1006440779";"PREPAY_HYP";"";"";"";"";""
"128.0300000000000000";"EUR";"A0005821407";"1006440801";"PREPAY_HYP";"";"";"";"";""
"108.1000000000000000";"EUR";"A0005821595";"1006442579";"alipay";"";"";"";"";""
"798.0000000000000000";"EUR";"A0005821605";"1006442740";"PREPAY_HYP";"";"";"";"";""
"945.2400000000000000";"EUR";"A0005821647";"1006442763";"PREPAY_HYP";"";"";"";"";""
"23.9100000000000000";"EUR";"A0005821654";"1006443321";"PREPAY_HYP";"";"";"";"";""
"315.2300000000000000";"EUR";"A0005821669";"1006442831";"PREPAY_HYP";"";"";"";"";""
"55.1800000000000000";"EUR";"A0005821745";"1006440707";"paypal";"1006440707";"A0005821745";"paypal";"1";"55.1800000000000000"
"99.0000000000000000";"EUR";"A0005821777";"1006440818";"PREPAY_HYP";"";"";"";"";""
"1137.2400000000000000";"EUR";"A0005821843";"1006441577";"PREPAY_HYP";"";"";"";"";""
"912.4800000000000000";"EUR";"A0005821848";"1006441584";"PREPAY_HYP";"";"";"";"";""
"990.0000000000000000";"EUR";"A0005821852";"1006441620";"PREPAY_HYP";"";"";"";"";""
"630.3200000000000000";"EUR";"A0005821854";"1006441623";"PREPAY_HYP";"";"";"";"";""
"57.5600000000000000";"EUR";"A0005821908";"1006442066";"H_PAY_CC";"1006442066";"A0005821908";"H_PAY_CC";"1";"57.5600000000000000"
"170.3400000000000000";"EUR";"A0005821916";"1006442082";"PREPAY_HYP";"";"";"";"";""
"134.4400000000000000";"EUR";"A0005822142";"1006447411";"PREPAY_HYP";"";"";"";"";""
"44.9400000000000000";"EUR";"A0005822176";"1006447586";"PREPAY_HYP";"";"";"";"";""
"43.9200000000000000";"EUR";"A0005822289";"1006451377";"paypal";"1006451377";"A0005822289";"paypal";"1";"43.9200000000000000"
"35.3000000000000000";"EUR";"A0005822402";"1006443252";"DIR_DEB";"";"";"";"";""
"27.8900000000000000";"EUR";"A0005822479";"1006443552";"PREPAY_HYP";"";"";"";"";""
"103.5200000000000000";"EUR";"A0005822504";"1006443645";"PREPAY_HYP";"";"";"";"";""
"37.5100000000000000";"EUR";"A0005822552";"1006443812";"paypal";"1006443812";"A0005822552";"paypal";"1";"37.5100000000000000"
"255.9200000000000000";"EUR";"A0005822623";"1006444101";"PREPAY_HYP";"";"";"";"";""
"96.3800000000000000";"EUR";"A0005822671";"1006444283";"PREPAY_HYP";"";"";"";"";""
"55.7600000000000000";"EUR";"A0005822688";"1006444345";"paypal";"1006444345";"A0005822688";"paypal";"1";"55.7600000000000000"
"42.0000000000000000";"EUR";"A0005822775";"1006444647";"PREPAY_HYP";"";"";"";"";""
"33.1200000000000000";"EUR";"A0005822801";"1006444758";"paypal";"1006444758";"A0005822801";"paypal";"1";"33.1200000000000000"
"192.8400000000000000";"EUR";"A0005822839";"312250146";"paypal";"312250146";"A0005822839";"paypal";"1";"192.8400000000000000"
"55.8700000000000000";"EUR";"A0005822880";"312250730";"H_PAY_CC";"312250730";"A0005822880";"H_PAY_CC";"1";"55.8700000000000000"
"16.9900000000000000";"EUR";"A0005822968";"312248906";"paypal";"312248906";"A0005822968";"paypal";"1";"16.9900000000000000"
"787.3200000000000000";"EUR";"A0005823000";"1006445044";"PREPAY_HYP";"";"";"";"";""
"33.2800000000000000";"EUR";"A0005823001";"1006445043";"PREPAY_HYP";"";"";"";"";""
"160.1400000000000000";"EUR";"A0005823079";"1006445373";"alipay";"";"";"";"";""
"874.8000000000000000";"EUR";"A0005823087";"1006445405";"PREPAY_HYP";"";"";"";"";""
"699.0200000000000000";"EUR";"A0005823108";"1006445470";"PREPAY_HYP";"";"";"";"";""
"134.1000000000000000";"EUR";"A0005823133";"1006444887";"alipay";"";"";"";"";""
"10.9200000000000000";"EUR";"A0005823140";"1006444940";"PREPAY_HYP";"";"";"";"";""
"1312.2000000000000000";"EUR";"A0005823162";"1006445014";"PREPAY_HYP";"";"";"";"";""
"442.2100000000000000";"EUR";"A0005823218";"1006445422";"PREPAY_HYP";"";"";"";"";""
"1157.2400000000000000";"EUR";"A0005823242";"1006445491";"PREPAY_HYP";"";"";"";"";""
"25.8700000000000000";"EUR";"A0005823244";"1006445493";"DIR_DEB";"";"";"";"";""
"890.8000000000000000";"EUR";"A0005823258";"1006445566";"PREPAY_HYP";"";"";"";"";""
"1045.2600000000000000";"EUR";"A0005823273";"1006445617";"PREPAY_HYP";"";"";"";"";""
"145.9600000000000000";"EUR";"A0005823436";"1006447345";"PREPAY_HYP";"";"";"";"";""
"89.9900000000000000";"EUR";"A0005823522";"1006448659";"PREPAY_HYP";"";"";"";"";""
"27.3800000000000000";"EUR";"A0005823574";"1006445831";"paypal";"1006445831";"A0005823574";"paypal";"1";"27.3800000000000000"
"16.7800000000000000";"EUR";"A0005823578";"1006452295";"payolution";"1006452295";"A0005823578";"payolution";"1";"16.7800000000000000"
"45.4100000000000000";"EUR";"A0005823590";"1006316454";"PREPAY_HYP";"";"";"";"";""
"149.9600000000000000";"EUR";"A0005823611";"1006450062";"H_PAY_CC";"1006450062";"A0005823611";"H_PAY_CC";"1";"149.9600000000000000"
"978.2800000000000000";"EUR";"A0005823658";"1006445546";"PREPAY_HYP";"";"";"";"";""
"922.2400000000000000";"EUR";"A0005823670";"1006445591";"PREPAY_HYP";"";"";"";"";""
"886.8000000000000000";"EUR";"A0005823677";"1006445600";"PREPAY_HYP";"";"";"";"";""
"56.4800000000000000";"EUR";"A0005823681";"1006445624";"DIR_DEB";"";"";"";"";""
"256.9100000000000000";"EUR";"A0005823701";"1006445723";"payolution";"";"";"";"";""
"139.9900000000000000";"EUR";"A0005823715";"1006445817";"PREPAY_HYP";"";"";"";"";""
"3.4800000000000000";"EUR";"A0005823742";"1006445948";"paypal";"1006445948";"A0005823742";"paypal";"1";"3.4800000000000000"
"67.9100000000000000";"EUR";"A0005823756";"1006446025";"PREPAY_HYP";"";"";"";"";""
"15.9500000000000000";"EUR";"A0005823768";"1006446076";"PREPAY_HYP";"";"";"";"";""
"213.5700000000000000";"EUR";"A0005823875";"1006446352";"PREPAY_HYP";"";"";"";"";""
"103.8200000000000000";"EUR";"A0005823928";"1006446419";"PREPAY_HYP";"";"";"";"";""
"259.7200000000000000";"EUR";"A0005823985";"1006446514";"PREPAY_HYP";"";"";"";"";""
"28.1100000000000000";"EUR";"A0005824106";"1006446734";"paypal";"1006446734";"A0005824106";"paypal";"1";"28.1100000000000000"
"97.7100000000000000";"EUR";"A0005824271";"1006447947";"alipay";"";"";"";"";""
"196.9800000000000000";"EUR";"A0005824426";"1006450032";"H_PAY_CC";"1006450032";"A0005824426";"H_PAY_CC";"1";"196.9800000000000000"
"99.8600000000000000";"EUR";"A0005824444";"1006450220";"PREPAY_HYP";"";"";"";"";""
"15.4100000000000000";"EUR";"A0005824479";"1006449198";"H_PAY_CC";"1006449198";"A0005824479";"H_PAY_CC";"1";"15.4100000000000000"
"149.1500000000000000";"EUR";"A0005824501";"1006449327";"alipay";"";"";"";"";""
"120.7800000000000000";"EUR";"A0005824628";"1006449930";"H_PAY_CC";"1006449930";"A0005824628";"H_PAY_CC";"1";"120.7800000000000000"
"125.9400000000000000";"EUR";"A0005824696";"1006450456";"paypal";"1006450456";"A0005824696";"paypal";"1";"125.9400000000000000"
"64.9900000000000000";"EUR";"A0005824712";"1006450421";"PREPAY_HYP";"";"";"";"";""
"227.2800000000000000";"EUR";"A0005824728";"1006450614";"PREPAY_HYP";"";"";"";"";""
"81.3000000000000000";"EUR";"A0005824752";"1006450696";"paypal";"1006450696";"A0005824752";"paypal";"1";"81.3000000000000000"
"1003.2800000000000000";"EUR";"A0005824812";"1006451103";"PREPAY_HYP";"";"";"";"";""
"99.5600000000000000";"EUR";"A0005824854";"1006451221";"H_PAY_CC";"1006451221";"A0005824854";"H_PAY_CC";"1";"99.5600000000000000"
"16.5300000000000000";"EUR";"A0005824957";"1006452484";"PREPAY_HYP";"";"";"";"";""
"86.2400000000000000";"EUR";"A0005824973";"1006451634";"PREPAY_HYP";"";"";"";"";""
"227.2800000000000000";"EUR";"A0005825007";"1006451886";"PREPAY_HYP";"";"";"";"";""
"32.9400000000000000";"EUR";"A0005825010";"1006451896";"paypal";"1006451896";"A0005825010";"paypal";"1";"32.9400000000000000"
"25.5400000000000000";"EUR";"A0005825014";"1006451939";"paypal";"1006451939";"A0005825014";"paypal";"1";"25.5400000000000000"
"170.4600000000000000";"EUR";"A0005825054";"1006450663";"PREPAY_HYP";"";"";"";"";""
"16.5300000000000000";"EUR";"A0005825059";"1006450707";"PREPAY_HYP";"";"";"";"";""
"54.9400000000000000";"EUR";"A0005825061";"1006450708";"PREPAY_HYP";"";"";"";"";""
"64.3800000000000000";"EUR";"A0005825195";"1006451620";"PREPAY_HYP";"";"";"";"";""
"1099.0000000000000000";"EUR";"A0005825390";"1006453390";"PREPAY_HYP";"";"";"";"";""
"1049.7600000000000000";"EUR";"A0005825393";"1006453402";"PREPAY_HYP";"";"";"";"";""
"126.9700000000000000";"EUR";"A0005825492";"312247832";"DIR_DEB";"";"";"";"";""
"129.7600000000000000";"EUR";"A0005825629";"312248462";"DIR_DEB";"";"";"";"";""
"61.2800000000000000";"EUR";"A0005825660";"1006415059";"PREPAY_HYP";"";"";"";"";""
"139.5700000000000000";"EUR";"A0005825691";"1006422260";"PREPAY_HYP";"";"";"";"";""
"38.6800000000000000";"EUR";"A0005825696";"1006423779";"PAYPAL";"";"";"";"";""
"77.3600000000000000";"EUR";"A0005825697";"1006425642";"PAYPAL";"1006425642";"A0005825697";"PAYPAL";"1";"77.3600000000000000"
"38.6800000000000000";"EUR";"A0005825700";"1006417625";"PAYPAL";"1006417625";"A0005825700";"PAYPAL";"1";"38.6800000000000000"
"52.1500000000000000";"EUR";"A0005825707";"1006423186";"DIR_DEB";"";"";"";"";""
"73.1800000000000000";"EUR";"A0005825717";"1006424635";"DIR_DEB";"";"";"";"";""
"34.9400000000000000";"EUR";"A0005825722";"1006423882";"PREPAY_HYP";"";"";"";"";""
"33.6100000000000000";"EUR";"A0005825740";"1006432093";"PAYPAL";"1006432093";"A0005825740";"PAYPAL";"1";"33.6100000000000000"
"38.6800000000000000";"EUR";"A0005825741";"1006426792";"H_PAY_CC";"1006426792";"A0005825741";"H_PAY_CC";"1";"38.6800000000000000"
"19.7400000000000000";"EUR";"A0005825757";"1006427097";"PAYPAL";"1006427097";"A0005825757";"PAYPAL";"1";"19.7400000000000000"
"42.5200000000000000";"EUR";"A0005825763";"1006430906";"PAYPAL";"1006430906";"A0005825763";"PAYPAL";"1";"42.5200000000000000"
"43.9700000000000000";"EUR";"A0005825765";"1006431486";"PAYOLUTION";"";"";"";"";""
"42.9800000000000000";"EUR";"A0005825772";"1006419765";"PAYPAL";"1006419765";"A0005825772";"PAYPAL";"1";"42.9800000000000000"
"38.6800000000000000";"EUR";"A0005825778";"1006431236";"PAYPAL";"1006431236";"A0005825778";"PAYPAL";"1";"38.6800000000000000"
"78.0700000000000000";"EUR";"A0005825779";"1006426968";"H_PAY_CC";"1006426968";"A0005825779";"H_PAY_CC";"1";"78.0700000000000000"
"0E-16";"EUR";"A0005825780";"1006427234";"PAYPAL";"";"";"";"";""
"42.9800000000000000";"EUR";"A0005825793";"1006431425";"PAYPAL";"1006431425";"A0005825793";"PAYPAL";"1";"42.9800000000000000"
"42.4800000000000000";"EUR";"A0005825795";"1006427402";"PAYPAL";"1006427402";"A0005825795";"PAYPAL";"1";"42.4800000000000000"
"42.9800000000000000";"EUR";"A0005825797";"1006353396";"PREPAY_HYP";"";"";"";"";""
"42.9800000000000000";"EUR";"A0005825798";"1006431464";"PAYPAL";"1006431464";"A0005825798";"PAYPAL";"1";"42.9800000000000000"
"33.8800000000000000";"EUR";"A0005825807";"1006452915";"PREPAY_HYP";"";"";"";"";""
"7.6200000000000000";"EUR";"A0005825874";"1006453336";"paypal";"1006453336";"A0005825874";"paypal";"1";"7.6200000000000000"
"199.7200000000000000";"EUR";"A0005825886";"1006453356";"PREPAY_HYP";"";"";"";"";""
"199.7200000000000000";"EUR";"A0005825888";"1006453359";"PREPAY_HYP";"";"";"";"";""
"1049.7600000000000000";"EUR";"A0005825905";"1006453444";"PREPAY_HYP";"";"";"";"";""
"47.8800000000000000";"EUR";"A0005825957";"312247661";"paypal";"312247661";"A0005825957";"paypal";"1";"47.8800000000000000"
"75.8600000000000000";"EUR";"A0005826063";"312248004";"paypal";"312248004";"A0005826063";"paypal";"1";"75.8600000000000000"
"42.9800000000000000";"EUR";"A0005826123";"312248259";"DIR_DEB";"";"";"";"";""
"229.4300000000000000";"EUR";"A0005826264";"1006452068";"PREPAY_HYP";"";"";"";"";""
"8.9300000000000000";"EUR";"A0005826324";"1006452425";"PREPAY_HYP";"";"";"";"";""
"6.2500000000000000";"EUR";"A0005826332";"1006452448";"PREPAY_HYP";"";"";"";"";""
"189.9900000000000000";"EUR";"A0005826409";"1006452934";"PREPAY_HYP";"";"";"";"";""
"175.8900000000000000";"EUR";"A0005826548";"312250781";"paypal";"";"";"";"";""
"34.9800000000000000";"EUR";"A0005826576";"312250899";"DIR_DEB";"";"";"";"";""
"59.9900000000000000";"EUR";"A0005826589";"312249887";"paypal";"312249887";"A0005826589";"paypal";"1";"59.9900000000000000"
"39.7000000000000000";"EUR";"A0005826617";"312249685";"paypal";"312249685";"A0005826617";"paypal";"1";"39.7000000000000000"
"60.3900000000000000";"EUR";"A0005827026";"312252648";"DIR_DEB";"";"";"";"";""
"103.3600000000000000";"EUR";"A0005827238";"312250020";"DIR_DEB";"";"";"";"";""
"9.9900000000000000";"EUR";"A0005827252";"312250088";"H_PAY_CC";"312250088";"A0005827252";"H_PAY_CC";"1";"9.9900000000000000"
"120.8500000000000000";"EUR";"A0005827329";"312250924";"H_PAY_CC";"312250924";"A0005827329";"H_PAY_CC";"1";"120.8500000000000000"
"89.7200000000000000";"EUR";"A0005827447";"312252870";"DIR_DEB";"";"";"";"";""
